SAND,CLAY,SILT,BD,KSAT,SAT,DUL,LL,AirDry,PO,SWCON,CONA,DiffusConst,XF_maize,KL_maize,e,PH,CO,CEC,SW,TOP_LAYER,BOT_LAYER,THICK,RootCN,RootWt,id_cell,id_within_cell
37.1,30.8,32.1,1.7169999999999999,5.955740712621996,0.3496212121212121,0.3121,0.20590000000000003,0.20590000000000003,0.3520754716981132,0.11249963768115949,3.9975,40.0,1.0,0.06125417767286285,0.5,7.41,0.4796511627906977,16.41,0.3121,400,600,200,45,1000,791,1
39.7,28.9,31.4,1.73,7.6836769534609815,0.34469696969696967,0.29875,0.19435000000000002,0.19435000000000002,0.34716981132075475,0.13947010869565227,3.95625,40.0,1.0,0.05685874826352347,0.5,7.41,0.436046511627907,14.645,0.29875,600,800,200,45,1000,791,1
42.35,21.4,36.25,1.7615,14.29248497635404,0.33276515151515157,0.2499,0.1465,0.1465,0.3352830188679245,0.2569088235294117,3.785,40.0,0.595,0.04250777648598926,0.5,7.41,0.3052325581395349,9.58,0.2499,800,1000,200,45,1000,791,1
44.0,17.0,39.0,1.8,18.66897147796024,0.31818181818181823,0.218,0.11900000000000001,0.11900000000000001,0.320754716981132,0.32035294117647045,3.675,40.0,0.1,0.03250226146100007,0.5,7.41,0.14534883720930233,7.6,0.218,1000,1500,500,45,1000,791,1
44.0,17.0,39.0,1.8,18.66897147796024,0.31818181818181823,0.218,0.11900000000000001,0.11900000000000001,0.320754716981132,0.32035294117647045,3.675,40.0,0.1,0.03250226146100007,0.5,7.41,0.14534883720930233,7.6,0.218,1500,2000,500,45,1000,791,1
17.0,27.0,56.0,1.58,5.25601876804302,0.4015151515151515,0.331,0.207,0.1863,0.4037735849056603,0.18023364485981286,3.925,40.0,1.0,0.08,0.5,7.41,2.616279069767442,23.1,0.331,0,50,50,45,1000,794,2
17.0,27.0,56.0,1.58,5.25601876804302,0.4015151515151515,0.331,0.207,0.1863,0.4037735849056603,0.18023364485981286,3.925,40.0,1.0,0.08,0.5,7.41,2.616279069767442,23.1,0.331,50,100,50,45,1000,794,2
17.0,27.0,56.0,1.58,5.25601876804302,0.4015151515151515,0.331,0.207,0.1863,0.4037735849056603,0.18023364485981286,3.925,40.0,1.0,0.08,0.5,7.41,2.616279069767442,23.1,0.331,100,150,50,45,1000,794,2
17.0,27.0,56.0,1.58,5.25601876804302,0.4015151515151515,0.331,0.207,0.1863,0.4037735849056603,0.18023364485981286,3.925,40.0,1.0,0.08,0.5,7.41,2.616279069767442,23.1,0.331,150,200,50,45,1000,794,2
15.25,29.5,55.25,1.645,4.593412131283935,0.3768939393939394,0.33029545454545456,0.214,0.20352499999999998,0.3792452830188679,0.12306375880853589,3.96875,40.0,1.0,0.07095262696654994,0.5,7.41,2.0348837209302326,24.65,0.33029545454545456,200,400,200,45,1000,794,2
12.0,33.0,55.0,1.8,3.745941763658434,0.31818181818181823,0.31818181818181823,0.225,0.225,0.320754716981132,0.008021390374331173,4.0,40.0,1.0,0.05790534359156606,0.5,7.41,0.872093023255814,26.5,0.31818181818181823,400,600,200,45,1000,794,2
12.0,33.0,55.0,1.8,3.745941763658434,0.31818181818181823,0.31818181818181823,0.225,0.225,0.320754716981132,0.008021390374331173,4.0,40.0,1.0,0.05790534359156606,0.5,7.41,0.872093023255814,26.5,0.31818181818181823,600,800,200,45,1000,794,2
20.1,29.85,50.05,1.764,5.510206980670957,0.33181818181818185,0.30865000000000004,0.1971,0.1971,0.3343396226415094,0.07358111954459187,3.955,40.0,1.0,0.04927112717390423,0.5,7.41,0.6758720930232559,23.71,0.30865000000000004,800,1000,200,45,1000,794,2
30.0,26.0,44.0,1.72,7.666531134797373,0.3484848484848485,0.297,0.163,0.163,0.3509433962264151,0.15370967741935496,3.9,40.0,1.0,0.03871819599676199,0.5,7.41,0.436046511627907,20.3,0.297,1000,1500,500,45,1000,794,2
40.0,18.0,42.0,1.53,18.607003735917445,0.391,0.243,0.10400000000000001,0.10400000000000001,0.4226415094339623,0.4250446428571429,3.7,40.0,0.1,0.026438193029117946,0.5,7.41,0.29069767441860467,13.0,0.243,1500,2000,500,45,1000,794,2
35.0,28.0,37.0,1.64,7.389091870225344,0.3787878787878789,0.303,0.209,0.1881,0.38113207547169814,0.20500000000000007,3.95,40.0,1.0,0.08,0.5,7.41,2.0348837209302326,23.6,0.303,0,50,50,45,1000,828,2
35.0,28.0,37.0,1.64,7.389091870225344,0.3787878787878789,0.303,0.209,0.1881,0.38113207547169814,0.20500000000000007,3.95,40.0,1.0,0.08,0.5,7.41,2.0348837209302326,23.6,0.303,50,100,50,45,1000,828,2
35.0,28.0,37.0,1.64,7.389091870225344,0.3787878787878789,0.303,0.209,0.1881,0.38113207547169814,0.20500000000000007,3.95,40.0,1.0,0.08,0.5,7.41,2.0348837209302326,23.6,0.303,100,150,50,45,1000,828,2
35.0,28.0,37.0,1.64,7.389091870225344,0.3787878787878789,0.303,0.209,0.1881,0.38113207547169814,0.20500000000000007,3.95,40.0,1.0,0.08,0.5,7.41,2.0348837209302326,23.6,0.303,150,200,50,45,1000,828,2
35.0,31.0,34.0,1.76,5.809438210339255,0.3333333333333334,0.3105,0.20825000000000002,0.203025,0.3358490566037735,0.06938235294117633,3.9875,40.0,1.0,0.06252650794607907,0.5,7.41,1.0537790697674418,25.1,0.3105,200,400,200,45,1000,828,2
35.0,32.0,33.0,1.8,5.282886990377225,0.31818181818181823,0.313,0.20800000000000002,0.20800000000000002,0.320754716981132,0.024176470588235074,4.0,40.0,1.0,0.056702010594772104,0.5,7.41,0.7267441860465115,25.6,0.313,400,600,200,45,1000,828,2
35.0,32.0,33.0,1.8,5.282886990377225,0.31818181818181823,0.313,0.20800000000000002,0.20800000000000002,0.320754716981132,0.024176470588235074,4.0,40.0,1.0,0.056702010594772104,0.5,7.41,0.7267441860465115,25.6,0.313,600,800,200,45,1000,828,2
35.0,32.0,33.0,1.8,5.282886990377225,0.31818181818181823,0.313,0.20800000000000002,0.20800000000000002,0.320754716981132,0.024176470588235074,4.0,40.0,1.0,0.056702010594772104,0.5,7.41,0.7267441860465115,25.6,0.313,800,1000,200,45,1000,828,2
65.44,15.22,19.34,1.7498,146.37975845119587,0.3371969696969698,0.16596,0.09286000000000001,0.09286000000000001,0.33969811320754717,0.4950687979159996,3.6235,40.0,0.532,0.03662897797434197,0.5,7.41,0.18947017737224195,12.486,0.16596,1000,1500,500,45,1000,828,2
87.0,3.0,10.0,1.71,273.5863639032155,0.3522727272727273,0.059,0.016,0.016,0.3547169811320755,0.8336702127659574,3.325,40.0,0.1,0.02895693337983331,0.5,7.41,0.14534883720930233,2.8,0.059,1500,2000,500,45,1000,828,2
22.0,16.0,62.0,1.41,11.395122347516896,0.395,0.276,0.142,0.1349,0.4679245283018868,0.4101612903225806,3.65,40.0,1.0,0.08,0.5,7.41,2.616279069767442,14.4,0.276,0,50,50,45,1000,834,1
22.0,16.0,62.0,1.41,11.395122347516896,0.395,0.276,0.142,0.1349,0.4679245283018868,0.4101612903225806,3.65,40.0,1.0,0.08,0.5,7.41,2.616279069767442,14.4,0.276,50,100,50,45,1000,834,1
22.0,16.0,62.0,1.41,11.395122347516896,0.395,0.276,0.142,0.1349,0.4679245283018868,0.4101612903225806,3.65,40.0,1.0,0.08,0.5,7.41,2.616279069767442,14.4,0.276,100,150,50,45,1000,834,1
22.0,16.0,62.0,1.41,11.395122347516896,0.395,0.276,0.142,0.1349,0.4679245283018868,0.4101612903225806,3.65,40.0,1.0,0.08,0.5,7.41,2.616279069767442,14.4,0.276,150,200,50,45,1000,834,1
20.0,18.0,62.0,1.4380000000000002,10.048526660652895,0.3985757575757576,0.2818,0.1458,0.14012,0.45735849056603767,0.381174486803519,3.7,40.0,1.0,0.07727485650822287,0.5,7.41,2.238372093023256,15.76,0.2818,200,400,200,45,1000,834,1
12.0,27.8,60.2,1.5725,4.430809966290745,0.4043560606060606,0.31174999999999997,0.1718,0.1718,0.4066037735849056,0.2324464285714285,3.945,40.0,1.0,0.058456620030209974,0.5,7.41,0.7267441860465115,22.505,0.31174999999999997,400,600,200,45,1000,834,1
12.0,30.0,58.0,1.6,4.148068475627679,0.3939393939393939,0.32,0.185,0.185,0.39622641509433953,0.1923809523809522,4.0,40.0,1.0,0.04877947696132684,0.5,7.41,0.7267441860465115,24.1,0.32,600,800,200,45,1000,834,1
12.0,30.0,58.0,1.6,4.148068475627679,0.3939393939393939,0.32,0.185,0.185,0.39622641509433953,0.1923809523809522,4.0,40.0,1.0,0.04877947696132684,0.5,7.41,0.7267441860465115,24.1,0.32,800,1000,200,45,1000,834,1
23.96,26.88,49.16,1.5896,7.2403642081897175,0.3978787878787879,0.30075999999999997,0.16732,0.16732,0.40015094339622637,0.24788117489986636,3.922,40.0,1.0,0.04122634158752601,0.5,7.41,0.35970259288507894,21.812,0.30075999999999997,1000,1500,500,45,1000,834,1
39.8,15.36,44.84,1.5128,23.069908401207396,0.38662060606060605,0.2302,0.09340000000000001,0.09340000000000001,0.4291320754716981,0.46316448598130844,3.634,40.0,0.136,0.026573789693788926,0.5,7.41,0.41944044989992557,12.98,0.2302,1500,2000,500,45,1000,834,1
22.0,22.0,56.0,1.5,7.963232553287335,0.41,0.3,0.17,0.15300000000000002,0.4339622641509434,0.3086956521739131,3.8,40.0,1.0,0.08,0.5,7.41,1.453488372093023,18.0,0.3,0,50,50,45,1000,840,2
22.0,22.0,56.0,1.5,7.963232553287335,0.41,0.3,0.17,0.15300000000000002,0.4339622641509434,0.3086956521739131,3.8,40.0,1.0,0.08,0.5,7.41,1.453488372093023,18.0,0.3,50,100,50,45,1000,840,2
22.0,22.0,56.0,1.5,7.963232553287335,0.41,0.3,0.17,0.15300000000000002,0.4339622641509434,0.3086956521739131,3.8,40.0,1.0,0.08,0.5,7.41,1.453488372093023,18.0,0.3,100,150,50,45,1000,840,2
22.0,22.0,56.0,1.5,7.963232553287335,0.41,0.3,0.17,0.15300000000000002,0.4339622641509434,0.3086956521739131,3.8,40.0,1.0,0.08,0.5,7.41,1.453488372093023,18.0,0.3,150,200,50,45,1000,840,2
17.5,37.0,45.5,1.725,3.9989954764049798,0.3411363636363637,0.3,0.2075,0.20325,0.3490566037735849,0.12570332480818402,3.95,40.0,1.0,0.06625305879494625,0.5,7.41,0.5813953488372092,22.5,0.3,200,400,200,45,1000,840,2
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.3,0.22,0.22,0.320754716981132,0.064705882352941,4.0,40.0,1.0,0.06167074505992833,0.5,7.41,0.29069767441860467,24.0,0.3,400,600,200,45,1000,840,2
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.3,0.22,0.22,0.320754716981132,0.064705882352941,4.0,40.0,1.0,0.06167074505992833,0.5,7.41,0.29069767441860467,24.0,0.3,600,800,200,45,1000,840,2
23.5,35.95,40.55,1.8,3.6290342759163248,0.31818181818181823,0.256,0.22700000000000004,0.22700000000000004,0.320754716981132,0.20188235294117632,4.0,40.0,0.955,0.048909973514368835,0.5,7.409999999999999,0.16027181382305503,18.9,0.256,800,1000,200,45,1000,840,2
22.0,33.0,45.0,1.8,4.144933000467392,0.31818181818181823,0.22,0.2,0.2,0.320754716981132,0.3141176470588234,4.0,40.0,0.1,0.031604820939408966,0.5,7.41,0.007761857856449212,18.0,0.22,1000,1500,500,45,1000,840,2
22.0,33.0,45.0,1.8,4.144933000467392,0.31818181818181823,0.22,0.2,0.2,0.320754716981132,0.3141176470588234,4.0,40.0,0.1,0.031604820939408966,0.5,7.41,0.007761857856449212,18.0,0.22,1500,2000,500,45,1000,840,2
81.0,5.0,14.0,1.4,179.4923408031329,0.4,0.08200000000000002,0.06,0.054000000000000006,0.4716981132075472,0.82616,3.375,40.0,1.0,0.08,0.5,7.41,1.2209302325581397,,0.08200000000000002,0,50,50,45,1000,854,3
81.0,5.0,14.0,1.4,179.4923408031329,0.4,0.08200000000000002,0.06,0.054000000000000006,0.4716981132075472,0.82616,3.375,40.0,1.0,0.08,0.5,7.41,1.2209302325581397,,0.08200000000000002,50,100,50,45,1000,854,3
81.0,5.0,14.0,1.4,179.4923408031329,0.4,0.08200000000000002,0.06,0.054000000000000006,0.4716981132075472,0.82616,3.375,40.0,1.0,0.08,0.5,7.41,1.2209302325581397,,0.08200000000000002,100,150,50,45,1000,854,3
81.0,5.0,14.0,1.4,179.4923408031329,0.4,0.08200000000000002,0.06,0.054000000000000006,0.4716981132075472,0.82616,3.375,40.0,1.0,0.08,0.5,7.41,1.2209302325581397,,0.08200000000000002,150,200,50,45,1000,854,3
89.55,4.05,6.4,1.495,238.18122907936007,0.4104499999999999,0.05920000000000001,0.03245,0.03215,0.4358490566037736,0.8643384347826085,3.35125,40.0,1.0,0.06177270174363353,0.5,7.41,0.22674418604651167,,0.05920000000000001,200,400,200,45,1000,854,3
90.0,4.0,6.0,1.5,241.2701179360036,0.4109999999999999,0.05800000000000001,0.031,0.031,0.4339622641509434,0.8663478260869565,3.35,40.0,1.0,0.06081337025645635,0.5,7.41,0.17441860465116277,,0.05800000000000001,400,600,200,45,1000,854,3
90.0,4.0,6.0,1.5,241.2701179360036,0.4109999999999999,0.05800000000000001,0.031,0.031,0.4339622641509434,0.8663478260869565,3.35,40.0,1.0,0.06081337025645635,0.5,7.41,0.17441860465116277,,0.05800000000000001,600,800,200,45,1000,854,3
91.8,3.55,4.65,1.5360000000000003,267.519691437202,0.4067318181818182,0.05215,0.02695,0.02695,0.420377358490566,0.8763394351889476,3.33875,40.0,0.595,0.04792060155780586,0.5,7.41,0.12209302325581396,,0.05215,800,1000,200,45,1000,854,3
94.0,3.0,3.0,1.58,299.60250349422233,0.4015151515151515,0.045,0.022000000000000002,0.022000000000000002,0.4037735849056603,0.8885514018691589,3.325,40.0,0.1,0.03216277314834416,0.5,7.41,0.058139534883720936,,0.045,1000,1500,500,45,1000,854,3
94.0,3.0,3.0,1.58,299.60250349422233,0.4015151515151515,0.045,0.022000000000000002,0.022000000000000002,0.4037735849056603,0.8885514018691589,3.325,40.0,0.1,0.03216277314834416,0.5,7.41,0.058139534883720936,,0.045,1500,2000,500,45,1000,854,3
5.0,20.0,75.0,1.5,4.281945762956839,0.415,0.285,0.135,0.1215,0.4339622641509434,0.3432608695652174,3.75,40.0,1.0,0.08,0.5,7.41,0.9883720930232558,14.0,0.285,0,50,50,45,1000,861,3
5.0,20.0,75.0,1.5,4.281945762956839,0.415,0.285,0.135,0.1215,0.4339622641509434,0.3432608695652174,3.75,40.0,1.0,0.08,0.5,7.41,0.9883720930232558,14.0,0.285,50,100,50,45,1000,861,3
5.0,20.0,75.0,1.5,4.281945762956839,0.415,0.285,0.135,0.1215,0.4339622641509434,0.3432608695652174,3.75,40.0,1.0,0.08,0.5,7.41,0.9883720930232558,14.0,0.285,100,150,50,45,1000,861,3
4.6,25.6,69.8,1.584,3.9370991160732363,0.3899090909090909,0.30339999999999995,0.1642,0.15610000000000002,0.4022641509433963,0.23270120259019433,3.85,40.0,1.0,0.07687623499901867,0.5,7.41,0.7093023255813954,14.8,0.30339999999999995,150,200,50,45,1000,861,3
4.0,34.0,62.0,1.71,3.4198291457478316,0.3522727272727273,0.331,0.20800000000000002,0.20800000000000002,0.3547169811320755,0.06686170212765961,4.0,40.0,1.0,0.07219058749754668,0.5,7.41,0.29069767441860467,16.0,0.331,200,400,200,45,1000,861,3
3.25,57.25,39.5,1.7775,3.497131414544901,0.32670454545454547,0.32138636363636364,0.29063636363636364,0.29063636363636364,0.3292452830188679,0.022731468312663282,3.71875,40.0,1.0,0.05098566635479742,0.5,7.41,0.18168604651162792,25.75,0.32138636363636364,400,600,200,45,1000,861,3
3.0,65.0,32.0,1.8,3.5228988374772574,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.320754716981132,0.008021390374331173,3.625,40.0,1.0,0.043917359307214326,0.5,7.41,0.14534883720930233,29.0,0.31818181818181823,600,800,200,45,1000,861,3
3.0,65.0,32.0,1.8,3.5228988374772574,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.320754716981132,0.008021390374331173,3.625,40.0,1.0,0.043917359307214326,0.5,7.41,0.14534883720930233,29.0,0.31818181818181823,800,1000,200,45,1000,861,3
3.0,65.0,32.0,1.8,3.5228988374772574,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.320754716981132,0.008021390374331173,3.625,40.0,1.0,0.043917359307214326,0.5,7.41,0.14534883720930233,29.0,0.31818181818181823,1000,1500,500,45,1000,861,3
8.6,57.8,33.6,1.8,2.4610188319897226,0.31818181818181823,0.31818181818181823,0.2980363636363636,0.2980363636363636,0.320754716981132,0.008021390374331172,3.8049999999999997,40.0,0.28,0.02899324121816559,0.5,7.41,0.030447467780549204,20.2,0.31818181818181823,1500,2000,500,45,1000,861,3
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,0,50,50,45,1000,880,1
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,50,100,50,45,1000,880,1
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,100,150,50,45,1000,880,1
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,150,200,50,45,1000,880,1
22.7,24.8,52.5,1.57,8.364634859366241,0.39275757575757575,0.3019,0.1672,0.16357,0.4075471698113207,0.254850724637681,3.87,40.0,1.0,0.07365676953890754,0.5,7.41,1.0465116279069766,13.38,0.3019,200,400,200,45,1000,880,1
37.1,30.8,32.1,1.7169999999999999,5.955740712621996,0.3496212121212121,0.3121,0.20590000000000003,0.20590000000000003,0.3520754716981132,0.11249963768115949,3.9975,40.0,1.0,0.06125417767286285,0.5,7.41,0.4796511627906977,16.41,0.3121,400,600,200,45,1000,880,1
39.7,28.9,31.4,1.73,7.6836769534609815,0.34469696969696967,0.29875,0.19435000000000002,0.19435000000000002,0.34716981132075475,0.13947010869565227,3.95625,40.0,1.0,0.05685874826352347,0.5,7.41,0.436046511627907,14.645,0.29875,600,800,200,45,1000,880,1
42.35,21.4,36.25,1.7615,14.29248497635404,0.33276515151515157,0.2499,0.1465,0.1465,0.3352830188679245,0.2569088235294117,3.785,40.0,0.595,0.04250777648598926,0.5,7.41,0.3052325581395349,9.58,0.2499,800,1000,200,45,1000,880,1
44.0,17.0,39.0,1.8,18.66897147796024,0.31818181818181823,0.218,0.11900000000000001,0.11900000000000001,0.320754716981132,0.32035294117647045,3.675,40.0,0.1,0.03250226146100007,0.5,7.41,0.14534883720930233,7.6,0.218,1000,1500,500,45,1000,880,1
44.0,17.0,39.0,1.8,18.66897147796024,0.31818181818181823,0.218,0.11900000000000001,0.11900000000000001,0.320754716981132,0.32035294117647045,3.675,40.0,0.1,0.03250226146100007,0.5,7.41,0.14534883720930233,7.6,0.218,1500,2000,500,45,1000,880,1
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,0,50,50,45,1000,888,3
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,50,100,50,45,1000,888,3
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,100,150,50,45,1000,888,3
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,150,200,50,45,1000,888,3
12.95,20.45,66.6,1.587,6.706211554389072,0.38277121212121207,0.29135,0.14355,0.138155,0.40113207547169816,0.2646426325770178,3.76125,40.0,1.0,0.0714288503699622,0.5,7.41,0.9811046511627908,17.02,0.29135,200,400,200,45,1000,888,3
10.0,29.0,61.0,1.7,4.090026801030735,0.3560606060606061,0.32,0.184,0.184,0.3584905660377359,0.10736842105263164,3.975,40.0,1.0,0.06297952479611499,0.5,7.41,0.436046511627907,22.9,0.32,400,600,200,45,1000,888,3
26.5,28.45,45.05,1.755,6.259326323627281,0.3352272727272728,0.3057,0.18510000000000001,0.18510000000000001,0.3377358490566037,0.09419226006191944,3.96125,40.0,1.0,0.05326831252791713,0.5,7.41,0.27616279069767447,22.02,0.3057,600,800,200,45,1000,888,3
40.0,28.0,32.0,1.8,8.034207751206274,0.31818181818181823,0.294,0.18600000000000003,0.18600000000000003,0.320754716981132,0.0834117647058822,3.95,40.0,1.0,0.04532277521757343,0.5,7.41,0.14534883720930233,21.3,0.294,800,1000,200,45,1000,888,3
42.3,24.32,33.38,1.8,12.79608261597505,0.31818181818181823,0.27008,0.1653,0.1653,0.320754716981132,0.15798588235294103,3.858,40.0,1.0,0.04017618537594082,0.5,7.41,0.08373556332776425,18.724,0.27008,1000,1500,500,45,1000,888,3
45.0,15.0,40.0,1.8,18.66897147796024,0.31818181818181823,0.216,0.099,0.099,0.320754716981132,0.3265882352941175,3.625,40.0,0.1,0.026438193029117946,0.5,7.41,0.14534883720930233,12.1,0.216,1500,2000,500,45,1000,888,3
47.0,23.0,30.0,1.63,15.043563913495625,0.3825757575757576,0.254,0.18,0.162,0.3849056603773585,0.3400980392156863,3.825,40.0,1.0,0.08,0.5,7.41,2.0348837209302326,18.5,0.254,0,50,50,45,1000,891,2
47.0,23.0,30.0,1.63,15.043563913495625,0.3825757575757576,0.254,0.18,0.162,0.3849056603773585,0.3400980392156863,3.825,40.0,1.0,0.08,0.5,7.41,2.0348837209302326,18.5,0.254,50,100,50,45,1000,891,2
47.0,23.0,30.0,1.63,15.043563913495625,0.3825757575757576,0.254,0.18,0.162,0.3849056603773585,0.3400980392156863,3.825,40.0,1.0,0.08,0.5,7.41,2.0348837209302326,18.5,0.254,100,150,50,45,1000,891,2
47.0,23.0,30.0,1.63,15.043563913495625,0.3825757575757576,0.254,0.18,0.162,0.3849056603773585,0.3400980392156863,3.825,40.0,1.0,0.08,0.5,7.41,2.0348837209302326,18.5,0.254,150,200,50,45,1000,891,2
44.75,26.75,28.5,1.7575,10.337443759386653,0.3342803030303031,0.2675,0.171,0.1665,0.33679245283018866,0.1990245098039214,3.91875,40.0,1.0,0.06657796605521826,0.5,7.41,1.0537790697674418,20.75,0.2675,200,400,200,45,1000,891,2
44.0,28.0,28.0,1.8,8.76873704135033,0.31818181818181823,0.272,0.168,0.168,0.320754716981132,0.15199999999999975,3.95,40.0,1.0,0.06210395474029101,0.5,7.41,0.7267441860465115,21.5,0.272,400,600,200,45,1000,891,2
44.0,28.0,28.0,1.8,8.76873704135033,0.31818181818181823,0.272,0.168,0.168,0.320754716981132,0.15199999999999975,3.95,40.0,1.0,0.06210395474029101,0.5,7.41,0.7267441860465115,21.5,0.272,600,800,200,45,1000,891,2
84.85,5.2,9.95,1.8,216.6877387478952,0.31818181818181823,0.07440000000000001,0.035949999999999996,0.035949999999999996,0.320754716981132,0.7680470588235293,3.38,40.0,1.0,0.04093194212508482,0.5,7.41,0.45058139534883723,5.35,0.07440000000000001,800,1000,200,45,1000,891,2
87.0,4.0,9.0,1.8,227.63084410087123,0.31818181818181823,0.064,0.028999999999999998,0.028999999999999998,0.320754716981132,0.800470588235294,3.35,40.0,1.0,0.039817625671652916,0.5,7.41,0.436046511627907,4.5,0.064,1000,1500,500,45,1000,891,2
87.0,4.0,9.0,1.8,227.63084410087123,0.31818181818181823,0.064,0.028999999999999998,0.028999999999999998,0.320754716981132,0.800470588235294,3.35,40.0,1.0,0.03981762567165292,0.5,7.409999999999999,0.436046511627907,4.5,0.064,1500,2000,500,45,1000,891,2
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,0,50,50,45,1000,915,4
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,50,100,50,45,1000,915,4
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,100,150,50,45,1000,915,4
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,150,200,50,45,1000,915,4
12.95,20.45,66.6,1.587,6.706211554389072,0.38277121212121207,0.29135,0.14355,0.138155,0.40113207547169816,0.2646426325770178,3.76125,40.0,1.0,0.0714288503699622,0.5,7.41,0.9811046511627908,17.02,0.29135,200,400,200,45,1000,915,4
10.0,29.0,61.0,1.7,4.090026801030735,0.3560606060606061,0.32,0.184,0.184,0.3584905660377359,0.10736842105263164,3.975,40.0,1.0,0.06297952479611499,0.5,7.41,0.436046511627907,22.9,0.32,400,600,200,45,1000,915,4
26.5,28.45,45.05,1.755,6.259326323627281,0.3352272727272728,0.3057,0.18510000000000001,0.18510000000000001,0.3377358490566037,0.09419226006191944,3.96125,40.0,1.0,0.05326831252791713,0.5,7.41,0.27616279069767447,22.02,0.3057,600,800,200,45,1000,915,4
40.0,28.0,32.0,1.8,8.034207751206274,0.31818181818181823,0.294,0.18600000000000003,0.18600000000000003,0.320754716981132,0.0834117647058822,3.95,40.0,1.0,0.04532277521757343,0.5,7.41,0.14534883720930233,21.3,0.294,800,1000,200,45,1000,915,4
42.3,24.32,33.38,1.8,12.79608261597505,0.31818181818181823,0.27008,0.1653,0.1653,0.320754716981132,0.15798588235294103,3.858,40.0,1.0,0.04017618537594082,0.5,7.41,0.08373556332776425,18.724,0.27008,1000,1500,500,45,1000,915,4
45.0,15.0,40.0,1.8,18.66897147796024,0.31818181818181823,0.216,0.099,0.099,0.320754716981132,0.3265882352941175,3.625,40.0,0.1,0.026438193029117946,0.5,7.41,0.14534883720930233,12.1,0.216,1500,2000,500,45,1000,915,4
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,0,50,50,45,1000,930,4
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,50,100,50,45,1000,930,4
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,100,150,50,45,1000,930,4
